# Population 1	PMI_MAL_051901,PMI_MAL_051902,PMI_MAL_051903,PMI_MAL_051904,PMI_MAL_051905_2,PMI_MAL_051906,PMI_MAL_051907_F,PMI_MAL_051908_2,PMI_MAS_031401,PMI_MAS_031402
# Population 2	PMI_CYP_041801,PMI_CYP_041803,PMI_CYP_041804,PMI_CYP_041805,PMI_CYP_041806,PMI_CYP_041808,PMI_CYP_041809,PMI_CYP_041810,PMI_CYP_041811,PMI_CYP_041812,PMI_CYP_041813,PMI_CYP_041814,PMI_CYP_041817,PMI_CYP_041818,PMI_CYP_041819,PMI_CYP_041820,PMI_CYP_041821,PMI_CYP_041826,PMI_CYP_041829,PMI_CYP_041830,PMI_CYP_041833,PMI_CYP_041834,PMI_CYP_041835,PMI_CYP_041836,PMI_CYP_041838,PMI_CYP_041839,PMI_CYP_041840,PMI_CYP_041841,PMI_CYP_041842,PMI_CYP_041843,PMI_CYP_041845,PMI_CYP_041847,PMI_CYP_041849,PMI_CYP_041851,PMI_CYP_061601,PMI_CYP_061602,PMI_CYP_071606,PMI_LEB_0215633,PMI_LEB_0216630,PMI_LEB_0516634,PMI_LEB_635,PMI_LEB_651,PMI_LEB_733,PMI_LEB_734,PMI_LEB_743,PMI_LEB_744,PMI_LEB_746,PMI_RHO_041840,PMI_RHO_041841,PMI_RHO_041844,PMI_RHO_041845,PMI_RHO_041846,PMI_RHO_041847,PMI_RHO_041848,PMI_RHO_041850,PMI_RHO_041852
# Group defaultgrp	1,2
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
9718	un	607669	-0.03154	0.00000	0.00000	-0.00051	0.00000	0.00000	0.00000	0.00000	0.00000
9725	un	608149	-0.03134	0.00000	0.00000	-0.00056	0.00000	0.00000	-0.00000	0.00000	0.00000
9726	un	608229	0.13073	0.00000	0.00000	0.01052	0.00000	0.00000	0.02564	0.00000	0.00000
9732	un	608709	-0.03145	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
9734	un	608789	-0.02776	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
9743	un	609029	-0.02973	0.00000	0.00000	-0.01497	0.00000	0.00000	-0.01446	0.00000	0.00000
9753	un	609747	0.31568	0.00000	0.00000	0.26786	0.00000	0.00000	0.27913	0.00000	0.00000
9754	un	609831	0.19401	0.00000	0.00000	0.12091	0.00000	0.00000	0.14517	0.00000	0.00000
9756	un	609991	0.08364	0.00000	0.00000	0.02709	0.00000	0.00000	0.03481	0.00000	0.00000
9757	un	610071	-0.02031	0.00000	0.00000	-0.00850	0.00000	0.00000	0.00329	0.00000	0.00000
9760	un	610311	0.08259	0.00000	0.00000	0.05021	0.00000	0.00000	0.03825	0.00000	0.00000
9774	un	611193	-0.01669	0.00000	0.00000	-0.00063	0.00000	0.00000	0.03129	0.00000	0.00000
9784	un	611920	-0.03157	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00000	0.00000	0.00000
9788	un	612160	-0.03599	0.00000	0.00000	-0.02339	0.00000	0.00000	-0.02290	0.00000	0.00000
9791	un	612240	-0.00518	0.00000	0.00000	-0.00134	0.00000	0.00000	0.00373	0.00000	0.00000
9794	un	612401	0.37952	0.00000	0.00000	0.03067	0.00000	0.00000	0.04682	0.00000	0.00000
9798	un	612641	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
9799	un	612721	-0.03126	0.00000	0.00000	-0.00058	0.00000	0.00000	0.00000	0.00000	0.00000
9804	un	612961	0.17340	0.00000	0.00000	0.00354	0.00000	0.00000	0.00000	0.00000	0.00000
9805	un	613041	-0.00427	0.00000	0.00000	-0.00022	0.00000	0.00000	-0.00207	0.00000	0.00000
9813	un	613441	-0.02642	0.00000	0.00000	-0.01666	0.00000	0.00000	-0.01241	0.00000	0.00000
9814	un	613521	0.28115	0.00000	0.00000	0.01266	0.00000	0.00000	0.00730	0.00000	0.00000
9816	un	613681	0.04330	0.00000	0.00000	0.00165	0.00000	0.00000	-0.00135	0.00000	0.00000
9821	un	614001	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
9823	un	614081	0.10915	0.00000	0.00000	0.00211	0.00000	0.00000	0.00000	0.00000	0.00000
9825	un	614241	0.16490	0.00000	0.00000	0.08398	0.00000	0.00000	0.10405	0.00000	0.00000
9830	un	614561	-0.02779	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
9851	un	615761	-0.00746	0.00000	0.00000	-0.00063	0.00000	0.00000	0.00196	0.00000	0.00000
9862	un	616560	-0.01487	0.00000	0.00000	-0.01187	0.00000	0.00000	-0.01529	0.00000	0.00000
9868	un	616802	0.04525	0.00000	0.00000	0.00169	0.00000	0.00000	0.01302	0.00000	0.00000
9870	un	616962	0.16157	0.00000	0.00000	0.00349	0.00000	0.00000	0.00000	0.00000	0.00000
9871	un	617042	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
9876	un	617442	-0.03145	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
9877	un	617522	-0.04712	0.00000	0.00000	-0.02581	0.00000	0.00000	0.01055	0.00000	0.00000
9879	un	617682	0.05561	0.00000	0.00000	0.01451	0.00000	0.00000	0.01050	0.00000	0.00000
9884	un	618000	-0.03138	0.00000	0.00000	-0.00055	0.00000	0.00000	-0.00000	0.00000	0.00000
9886	un	618164	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
9889	un	618404	0.12194	0.00000	0.00000	0.00217	0.00000	0.00000	0.00000	0.00000	0.00000
9891	un	618564	0.38804	0.00000	0.00000	0.03073	0.00000	0.00000	0.02299	0.00000	0.00000
9894	un	618804	0.32912	0.00000	0.00000	0.02434	0.00000	0.00000	0.01824	0.00000	0.00000
9897	un	618884	-0.02770	0.00000	0.00000	-0.02362	0.00000	0.00000	-0.02618	0.00000	0.00000
9901	un	619044	0.00214	0.00000	0.00000	0.00028	0.00000	0.00000	-0.00285	0.00000	0.00000
9907	un	619444	-0.03154	0.00000	0.00000	-0.00051	0.00000	0.00000	0.00000	0.00000	0.00000
9908	un	619524	0.01589	0.00000	0.00000	0.01581	0.00000	0.00000	0.25629	0.00000	0.00000
9910	un	619684	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
9914	un	620004	-0.00359	0.00000	0.00000	-0.00034	0.00000	0.00000	0.00394	0.00000	0.00000
9915	un	620084	0.39631	0.00000	0.00000	0.03079	0.00000	0.00000	0.02299	0.00000	0.00000
9918	un	620324	0.11773	0.00000	0.00000	0.00215	0.00000	0.00000	0.00000	0.00000	0.00000
9923	un	620724	0.11561	0.00000	0.00000	0.00214	0.00000	0.00000	0.00000	0.00000	0.00000
9926	un	620804	0.10036	0.00000	0.00000	0.00206	0.00000	0.00000	0.00000	0.00000	0.00000
9929	un	621044	-0.01367	0.00000	0.00000	-0.00748	0.00000	0.00000	-0.00449	0.00000	0.00000
9930	un	621124	0.16457	0.00000	0.00000	0.00351	0.00000	0.00000	0.00000	0.00000	0.00000
9932	un	621284	0.02798	0.00000	0.00000	0.00478	0.00000	0.00000	0.01122	0.00000	0.00000
9935	un	621444	0.30388	0.00000	0.00000	0.01621	0.00000	0.00000	0.00943	0.00000	0.00000
9938	un	621684	-0.02776	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
9942	un	621924	0.01100	0.00000	0.00000	0.00588	0.00000	0.00000	-0.00049	0.00000	0.00000
9950	un	622485	0.39631	0.00000	0.00000	0.03079	0.00000	0.00000	0.02299	0.00000	0.00000
9951	un	622565	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
9953	un	622725	-0.03142	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
9956	un	622885	-0.02471	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
9961	un	623205	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
9962	un	623285	-0.01218	0.00000	0.00000	-0.01064	0.00000	0.00000	-0.00914	0.00000	0.00000
9963	un	623365	-0.02459	0.00000	0.00000	-0.00041	0.00000	0.00000	-0.00000	0.00000	0.00000
9965	un	623445	0.17630	0.00000	0.00000	0.00355	0.00000	0.00000	0.00000	0.00000	0.00000
9970	un	623685	-0.03571	0.00000	0.00000	-0.03433	0.00000	0.00000	-0.04677	0.00000	0.00000
9972	un	623845	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
9975	un	624085	0.12492	0.00000	0.00000	0.05948	0.00000	0.00000	0.06488	0.00000	0.00000
9976	un	624165	0.02449	0.00000	0.00000	0.02188	0.00000	0.00000	0.02640	0.00000	0.00000
9978	un	624325	0.18203	0.00000	0.00000	0.00358	0.00000	0.00000	0.00000	0.00000	0.00000
9979	un	624405	0.02679	0.00000	0.00000	0.02035	0.00000	0.00000	0.02629	0.00000	0.00000
9980	un	624485	0.13299	0.00000	0.00000	0.00268	0.00000	0.00000	0.00000	0.00000	0.00000
9990	un	625125	0.11005	0.00000	0.00000	0.09003	0.00000	0.00000	0.08202	0.00000	0.00000
9994	un	625445	-0.01670	0.00000	0.00000	-0.00874	0.00000	0.00000	0.01077	0.00000	0.00000
9998	un	625765	-0.02524	0.00000	0.00000	-0.00086	0.00000	0.00000	0.00021	0.00000	0.00000
10001	un	626005	-0.03213	0.00000	0.00000	-0.02304	0.00000	0.00000	-0.02275	0.00000	0.00000
10008	un	626485	0.11132	0.00000	0.00000	0.00212	0.00000	0.00000	0.00000	0.00000	0.00000
10010	un	626645	-0.02754	0.00000	0.00000	-0.00049	0.00000	0.00000	-0.00000	0.00000	0.00000
10013	un	626805	-0.03130	0.00000	0.00000	-0.00057	0.00000	0.00000	0.00000	0.00000	0.00000
10016	un	626965	0.54482	0.00000	0.00000	0.16448	0.00000	0.00000	0.15059	0.00000	0.00000
10019	un	627205	0.02411	0.00000	0.00000	0.01983	0.00000	0.00000	0.02975	0.00000	0.00000
10021	un	627363	0.10134	0.00000	0.00000	0.10144	0.00000	0.00000	0.09182	0.00000	0.00000
10022	un	627447	0.67666	0.00000	0.00000	0.38387	0.00000	0.00000	0.37345	0.00000	0.00000
10023	un	627527	-0.02782	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
10024	un	627607	0.22608	0.00000	0.00000	0.00997	0.00000	0.00000	0.00581	0.00000	0.00000
10025	un	627687	0.14555	0.00000	0.00000	0.01644	0.00000	0.00000	0.01126	0.00000	0.00000
10026	un	627767	0.26248	0.00000	0.00000	0.01255	0.00000	0.00000	0.00730	0.00000	0.00000
10031	un	628007	-0.02450	0.00000	0.00000	-0.00043	0.00000	0.00000	-0.00000	0.00000	0.00000
10040	un	628487	-0.01905	0.00000	0.00000	-0.01038	0.00000	0.00000	-0.01386	0.00000	0.00000
10044	un	628727	0.14052	0.00000	0.00000	0.00272	0.00000	0.00000	0.00000	0.00000	0.00000
10045	un	628807	0.03246	0.00000	0.00000	0.03239	0.00000	0.00000	0.05398	0.00000	0.00000
10054	un	629450	-0.00870	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00223	0.00000	0.00000
10058	un	629770	-0.03044	0.00000	0.00000	-0.03094	0.00000	0.00000	-0.03205	0.00000	0.00000
10063	un	630090	0.00615	0.00000	0.00000	0.00385	0.00000	0.00000	0.01043	0.00000	0.00000
10065	un	630250	-0.03674	0.00000	0.00000	-0.00433	0.00000	0.00000	-0.00493	0.00000	0.00000
10073	un	630571	-0.00388	0.00000	0.00000	-0.00102	0.00000	0.00000	0.00409	0.00000	0.00000
10074	un	630651	0.06504	0.00000	0.00000	0.03297	0.00000	0.00000	0.04188	0.00000	0.00000
10081	un	631132	0.45960	0.00000	0.00000	0.25500	0.00000	0.00000	0.24095	0.00000	0.00000
10084	un	631372	0.30388	0.00000	0.00000	0.01621	0.00000	0.00000	0.00685	0.00000	0.00000
10086	un	631532	-0.03487	0.00000	0.00000	-0.02454	0.00000	0.00000	0.02322	0.00000	0.00000
10088	un	631612	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
10090	un	631772	0.11773	0.00000	0.00000	0.00215	0.00000	0.00000	0.00000	0.00000	0.00000
10096	un	632173	-0.02759	0.00000	0.00000	-0.00048	0.00000	0.00000	-0.00000	0.00000	0.00000
10097	un	632253	0.25473	0.00000	0.00000	0.01250	0.00000	0.00000	0.00730	0.00000	0.00000
10099	un	632333	-0.02664	0.00000	0.00000	-0.01491	0.00000	0.00000	-0.00618	0.00000	0.00000
10103	un	632656	0.13552	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000
10104	un	632736	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
10106	un	632816	-0.02776	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
10110	un	633056	0.13982	0.00000	0.00000	0.09058	0.00000	0.00000	0.11097	0.00000	0.00000
10117	un	633462	0.12817	0.00000	0.00000	0.13206	0.00000	0.00000	0.13602	0.00000	0.00000
10119	un	633622	-0.02455	0.00000	0.00000	-0.00042	0.00000	0.00000	-0.00000	0.00000	0.00000
10121	un	633702	0.02449	0.00000	0.00000	0.02188	0.00000	0.00000	0.02807	0.00000	0.00000
10124	un	633942	0.38798	0.00000	0.00000	0.23203	0.00000	0.00000	0.19468	0.00000	0.00000
10130	un	634426	0.09666	0.00000	0.00000	0.03444	0.00000	0.00000	0.06218	0.00000	0.00000
10134	un	634666	0.26630	0.00000	0.00000	0.01258	0.00000	0.00000	0.00730	0.00000	0.00000
10136	un	634826	-0.04896	0.00000	0.00000	-0.04652	0.00000	0.00000	0.05789	0.00000	0.00000
10147	un	635627	0.34480	0.00000	0.00000	0.02445	0.00000	0.00000	0.01824	0.00000	0.00000
10154	un	636189	0.14393	0.00000	0.00000	0.14680	0.00000	0.00000	0.15440	0.00000	0.00000
10158	un	636509	0.24774	0.00000	0.00000	0.02114	0.00000	0.00000	0.01525	0.00000	0.00000
10162	un	636829	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
10167	un	637229	0.18203	0.00000	0.00000	0.00358	0.00000	0.00000	0.00000	0.00000	0.00000
10171	un	637469	0.44901	0.00000	0.00000	0.03979	0.00000	0.00000	0.02985	0.00000	0.00000
10175	un	637789	0.00058	0.00000	0.00000	0.00035	0.00000	0.00000	0.00645	0.00000	0.00000
10184	un	638349	-0.03331	0.00000	0.00000	-0.03281	0.00000	0.00000	-0.03437	0.00000	0.00000
10186	un	638507	-0.02484	0.00000	0.00000	-0.00037	0.00000	0.00000	0.00000	0.00000	0.00000
10189	un	638751	-0.01214	0.00000	0.00000	-0.00674	0.00000	0.00000	0.00115	0.00000	0.00000
10193	un	638911	0.00154	0.00000	0.00000	0.00010	0.00000	0.00000	0.01407	0.00000	0.00000
10198	un	639231	0.16457	0.00000	0.00000	0.00351	0.00000	0.00000	0.00000	0.00000	0.00000
10203	un	639551	0.17992	0.00000	0.00000	0.15609	0.00000	0.00000	0.15002	0.00000	0.00000
10205	un	639711	0.12194	0.00000	0.00000	0.00217	0.00000	0.00000	0.00000	0.00000	0.00000
10216	un	640031	-0.02474	0.00000	0.00000	-0.00039	0.00000	0.00000	0.00000	0.00000	0.00000
10217	un	640111	0.34860	0.00000	0.00000	0.02447	0.00000	0.00000	0.01824	0.00000	0.00000
10225	un	640511	0.12789	0.00000	0.00000	0.00266	0.00000	0.00000	0.00000	0.00000	0.00000
10226	un	640591	-0.02766	0.00000	0.00000	-0.00046	0.00000	0.00000	-0.00000	0.00000	0.00000
10229	un	640831	0.10889	0.00000	0.00000	0.04288	0.00000	0.00000	0.05186	0.00000	0.00000
10237	un	641232	0.15540	0.00000	0.00000	0.15796	0.00000	0.00000	0.15383	0.00000	0.00000
10238	un	641312	0.14545	0.00000	0.00000	0.00274	0.00000	0.00000	0.00000	0.00000	0.00000
10240	un	641392	0.11561	0.00000	0.00000	0.00214	0.00000	0.00000	0.00000	0.00000	0.00000
10241	un	641472	0.35714	0.00000	0.00000	0.03049	0.00000	0.00000	0.02299	0.00000	0.00000
10246	un	641872	0.10915	0.00000	0.00000	0.00211	0.00000	0.00000	0.00000	0.00000	0.00000
10247	un	641952	0.14299	0.00000	0.00000	0.00273	0.00000	0.00000	0.00000	0.00000	0.00000
10250	un	642192	0.17048	0.00000	0.00000	0.00353	0.00000	0.00000	0.00000	0.00000	0.00000
10252	un	642353	-0.01266	0.00000	0.00000	-0.00088	0.00000	0.00000	0.00126	0.00000	0.00000
10253	un	642433	-0.03383	0.00000	0.00000	-0.01342	0.00000	0.00000	-0.01826	0.00000	0.00000
10256	un	642593	0.12207	0.00000	0.00000	0.05317	0.00000	0.00000	0.06401	0.00000	0.00000
10259	un	642833	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
10260	un	642913	-0.00915	0.00000	0.00000	-0.00062	0.00000	0.00000	0.00121	0.00000	0.00000
10265	un	643234	0.42505	0.00000	0.00000	0.20064	0.00000	0.00000	0.18504	0.00000	0.00000
10269	un	643556	-0.02869	0.00000	0.00000	-0.00537	0.00000	0.00000	-0.00625	0.00000	0.00000
10273	un	643876	0.11601	0.00000	0.00000	0.01195	0.00000	0.00000	0.03100	0.00000	0.00000
10281	un	644116	0.14170	0.00000	0.00000	0.11961	0.00000	0.00000	0.16096	0.00000	0.00000
10284	un	644356	-0.02782	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
10286	un	644516	-0.02474	0.00000	0.00000	-0.00039	0.00000	0.00000	0.00000	0.00000	0.00000
10287	un	644596	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
10291	un	644916	0.31265	0.00000	0.00000	0.02421	0.00000	0.00000	0.01824	0.00000	0.00000
10294	un	645076	-0.03157	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00000	0.00000	0.00000
10295	un	645156	-0.03145	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
10299	un	645396	0.74160	0.00000	0.00000	0.33102	0.00000	0.00000	0.31664	0.00000	0.00000
10300	un	645475	-0.03302	0.00000	0.00000	-0.01707	0.00000	0.00000	-0.01304	0.00000	0.00000
10301	un	645557	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
10307	un	645957	0.11984	0.00000	0.00000	0.00216	0.00000	0.00000	0.00000	0.00000	0.00000
10309	un	646037	-0.02439	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
10319	un	646681	-0.00639	0.00000	0.00000	-0.00042	0.00000	0.00000	0.00116	0.00000	0.00000
10322	un	646921	-0.03508	0.00000	0.00000	-0.02094	0.00000	0.00000	-0.01234	0.00000	0.00000
10324	un	647081	-0.01122	0.00000	0.00000	-0.00832	0.00000	0.00000	-0.01463	0.00000	0.00000
10333	un	647568	0.00667	0.00000	0.00000	0.00312	0.00000	0.00000	0.00986	0.00000	0.00000
10335	un	647648	0.49475	0.00000	0.00000	0.12659	0.00000	0.00000	0.11480	0.00000	0.00000
10339	un	647888	-0.02445	0.00000	0.00000	-0.00043	0.00000	0.00000	0.00000	0.00000	0.00000
10343	un	648208	-0.02754	0.00000	0.00000	-0.00049	0.00000	0.00000	-0.00000	0.00000	0.00000
10351	un	648608	-0.01290	0.00000	0.00000	-0.00507	0.00000	0.00000	-0.00200	0.00000	0.00000
10354	un	648852	0.23279	0.00000	0.00000	0.01001	0.00000	0.00000	0.00581	0.00000	0.00000
10355	un	648927	0.11132	0.00000	0.00000	0.00212	0.00000	0.00000	0.00000	0.00000	0.00000
10360	un	649178	-0.03336	0.00000	0.00000	-0.00886	0.00000	0.00000	-0.00704	0.00000	0.00000
10365	un	649498	0.81838	0.00000	0.00000	0.60850	0.00000	0.00000	0.61987	0.00000	0.00000
10369	un	649658	-0.02773	0.00000	0.00000	-0.00045	0.00000	0.00000	0.00000	0.00000	0.00000
10374	un	649978	-0.02007	0.00000	0.00000	-0.01491	0.00000	0.00000	-0.01824	0.00000	0.00000
10381	un	650538	-0.02478	0.00000	0.00000	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000
10387	un	650938	-0.01465	0.00000	0.00000	-0.01054	0.00000	0.00000	-0.01465	0.00000	0.00000
10397	un	651578	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
10401	un	651818	0.13299	0.00000	0.00000	0.00268	0.00000	0.00000	0.00000	0.00000	0.00000
10406	un	652139	-0.03142	0.00000	0.00000	-0.00054	0.00000	0.00000	-0.00000	0.00000	0.00000
10407	un	652219	0.06505	0.00000	0.00000	0.01768	0.00000	0.00000	0.02742	0.00000	0.00000
10410	un	652299	0.33706	0.00000	0.00000	0.02439	0.00000	0.00000	0.01824	0.00000	0.00000
10414	un	652459	-0.02474	0.00000	0.00000	-0.00039	0.00000	0.00000	0.00000	0.00000	0.00000
10417	un	652699	0.38197	0.00000	0.00000	0.34536	0.00000	0.00000	0.34011	0.00000	0.00000
10433	un	653499	-0.01251	0.00000	0.00000	-0.01052	0.00000	0.00000	0.01364	0.00000	0.00000
10437	un	653739	0.19930	0.00000	0.00000	0.19675	0.00000	0.00000	0.21992	0.00000	0.00000
10442	un	654139	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
10452	un	654699	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
10458	un	655021	0.10587	0.00000	0.00000	0.01553	0.00000	0.00000	0.02295	0.00000	0.00000
10470	un	655581	0.13803	0.00000	0.00000	0.00271	0.00000	0.00000	0.00000	0.00000	0.00000
10473	un	655821	-0.02745	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00000	0.00000	0.00000
10475	un	655901	0.06096	0.00000	0.00000	0.02604	0.00000	0.00000	0.03552	0.00000	0.00000
10493	un	656793	-0.02754	0.00000	0.00000	-0.00049	0.00000	0.00000	-0.00000	0.00000	0.00000
10499	un	657274	-0.00870	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00223	0.00000	0.00000
10514	un	658074	-0.02875	0.00000	0.00000	-0.02887	0.00000	0.00000	-0.02415	0.00000	0.00000
10517	un	658314	-0.03259	0.00000	0.00000	-0.02064	0.00000	0.00000	-0.02199	0.00000	0.00000
10531	un	658718	0.04330	0.00000	0.00000	0.00165	0.00000	0.00000	-0.00135	0.00000	0.00000
10534	un	658878	-0.02327	0.00000	0.00000	-0.00156	0.00000	0.00000	-0.00252	0.00000	0.00000
10537	un	659118	0.10478	0.00000	0.00000	0.00209	0.00000	0.00000	0.00000	0.00000	0.00000
10540	un	659358	0.26630	0.00000	0.00000	0.01258	0.00000	0.00000	0.00730	0.00000	0.00000
10541	un	659438	-0.02763	0.00000	0.00000	-0.00047	0.00000	0.00000	-0.00000	0.00000	0.00000
10548	un	659919	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
10551	un	659999	-0.02745	0.00000	0.00000	-0.00050	0.00000	0.00000	0.00000	0.00000	0.00000
10555	un	660319	0.21693	0.00000	0.00000	0.21578	0.00000	0.00000	0.20767	0.00000	0.00000
10570	un	661038	-0.03151	0.00000	0.00000	-0.00052	0.00000	0.00000	0.00000	0.00000	0.00000
10571	un	661120	-0.00024	0.00000	0.00000	-0.00009	0.00000	0.00000	0.00807	0.00000	0.00000
10574	un	661200	0.20953	0.00000	0.00000	0.13208	0.00000	0.00000	0.14909	0.00000	0.00000
10577	un	661360	0.54177	0.00000	0.00000	0.19046	0.00000	0.00000	0.17052	0.00000	0.00000
10585	un	661929	-0.02779	0.00000	0.00000	-0.00044	0.00000	0.00000	0.00000	0.00000	0.00000
10599	un	662811	0.68170	0.00000	0.00000	0.16297	0.00000	0.00000	0.19162	0.00000	0.00000
10601	un	662968	0.31678	0.00000	0.00000	0.01629	0.00000	0.00000	0.00943	0.00000	0.00000
10605	un	663294	0.16157	0.00000	0.00000	0.00349	0.00000	0.00000	0.00000	0.00000	0.00000
10607	un	663454	0.01921	0.00000	0.00000	0.00651	0.00000	0.00000	0.01166	0.00000	0.00000
10611	un	663694	0.14178	0.00000	0.00000	0.06786	0.00000	0.00000	0.07807	0.00000	0.00000
10617	un	664014	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
10622	un	664334	0.03689	0.00000	0.00000	0.02149	0.00000	0.00000	0.02599	0.00000	0.00000
10626	un	664581	0.04256	0.00000	0.00000	0.00881	0.00000	0.00000	0.02020	0.00000	0.00000
10635	un	665141	0.03341	0.00000	0.00000	0.00117	0.00000	0.00000	-0.00112	0.00000	0.00000
10640	un	665461	0.08533	0.00000	0.00000	0.05855	0.00000	0.00000	0.07498	0.00000	0.00000
10644	un	665701	-0.03126	0.00000	0.00000	-0.00058	0.00000	0.00000	0.00000	0.00000	0.00000
10652	un	666101	0.14299	0.00000	0.00000	0.00273	0.00000	0.00000	0.00000	0.00000	0.00000
10657	un	666342	-0.03130	0.00000	0.00000	-0.00057	0.00000	0.00000	0.00000	0.00000	0.00000
10661	un	666502	0.01082	0.00000	0.00000	0.00424	0.00000	0.00000	0.00642	0.00000	0.00000
10663	un	666662	0.07540	0.00000	0.00000	0.07353	0.00000	0.00000	0.08298	0.00000	0.00000
10673	un	667062	-0.03806	0.00000	0.00000	-0.01644	0.00000	0.00000	-0.01796	0.00000	0.00000
10674	un	667142	0.02251	0.00000	0.00000	0.01842	0.00000	0.00000	0.02501	0.00000	0.00000
10685	un	667702	-0.02467	0.00000	0.00000	-0.00040	0.00000	0.00000	0.00000	0.00000	0.00000
10686	un	667782	-0.02770	0.00000	0.00000	-0.00046	0.00000	0.00000	0.00000	0.00000	0.00000
10688	un	667942	0.44456	0.00000	0.00000	0.03975	0.00000	0.00000	0.05957	0.00000	0.00000
10698	un	668422	0.01008	0.00000	0.00000	0.00539	0.00000	0.00000	0.01662	0.00000	0.00000
10704	un	668662	-0.02759	0.00000	0.00000	-0.00048	0.00000	0.00000	-0.00000	0.00000	0.00000
10717	un	669302	0.11347	0.00000	0.00000	0.00213	0.00000	0.00000	0.00000	0.00000	0.00000
10718	un	669382	0.10762	0.00000	0.00000	0.03931	0.00000	0.00000	0.05581	0.00000	0.00000
10726	un	669862	0.20011	0.00000	0.00000	0.00470	0.00000	0.00000	0.01283	0.00000	0.00000
10733	un	670262	0.08061	0.00000	0.00000	0.00779	0.00000	0.00000	0.00049	0.00000	0.00000
10737	un	670582	-0.01884	0.00000	0.00000	-0.01531	0.00000	0.00000	-0.01842	0.00000	0.00000
10744	un	670985	0.00204	0.00000	0.00000	0.00011	0.00000	0.00000	-0.00313	0.00000	0.00000
10745	un	671065	0.32919	0.00000	0.00000	0.01636	0.00000	0.00000	0.00943	0.00000	0.00000
10751	un	671385	-0.03148	0.00000	0.00000	-0.00053	0.00000	0.00000	0.00000	0.00000	0.00000
10760	un	671945	0.45946	0.00000	0.00000	0.06943	0.00000	0.00000	0.09153	0.00000	0.00000
10763	un	672185	0.14299	0.00000	0.00000	0.00273	0.00000	0.00000	0.00000	0.00000	0.00000
10765	un	672345	0.38804	0.00000	0.00000	0.03073	0.00000	0.00000	0.02299	0.00000	0.00000
